id;id_station_measure
36344827-Wcdma-WOM;91
36344828-Wcdma-WOM;92
36344829-Wcdma-WOM;93
36344830-Wcdma-Claro;94
36344830-Wcdma-WOM;94
36344832-Wcdma-WOM;93
36344833-Wcdma-WOM;94
36346256-Wcdma-WOM;36
36346259-Wcdma-WOM;36
36352045-Wcdma-WOM;120
36352048-Wcdma-WOM;120
36352055-Wcdma-WOM;121
36352065-Wcdma-WOM;124
36352068-Wcdma-WOM;124
36352078-Wcdma-Claro;122
36352078-Wcdma-WOM;122
36352085-Wcdma-WOM;123
36352088-Wcdma-WOM;123
36352096-Wcdma-WOM;125
36352097-Wcdma-WOM;124
36352099-Wcdma-WOM;125
36352166-Wcdma-WOM;119
36352167-Wcdma-WOM;119
36352169-Wcdma-WOM;119
36352170-Wcdma-WOM;119
36352175-Wcdma-WOM;129
36352178-Wcdma-WOM;129
36353579-Wcdma-WOM;125-126
36353588-Wcdma-WOM;127
36353609-Wcdma-WOM;130
36356205-Wcdma-WOM;1
36356206-Wcdma-WOM;2
36356207-Wcdma-WOM;3
36356208-Wcdma-WOM;4
36356209-Wcdma-WOM;5
36376362-Wcdma-WOM;24
36376364-Wcdma-WOM;25
36376366-Wcdma-WOM;27
36384901-Wcdma-WOM;23
36384902-Wcdma-WOM;24
36384904-Wcdma-WOM;25
36384905-Wcdma-WOM;26
36384906-Wcdma-WOM;27
36386181-Wcdma-WOM;118
36386182-Wcdma-WOM;20
36386184-Wcdma-WOM;118
36386185-Wcdma-WOM;20
36387541-Wcdma-Claro;117
36387545-Wcdma-WOM;116
36403291-Wcdma-WOM;54
36403292-Wcdma-WOM;55
36403293-Wcdma-WOM;56
36403295-Wcdma-WOM;59
36403304-Wcdma-WOM;57
36403311-Wcdma-Claro;50
36403311-Wcdma-WOM;50
36403313-Wcdma-WOM;52
36403314-Wcdma-WOM;53
36403315-Wcdma-Claro;50
36403412-Wcdma-WOM;18
36403413-Wcdma-WOM;19
36403414-Wcdma-WOM;20
36403416-Wcdma-WOM;22
36403421-Wcdma-WOM;17
36403422-Wcdma-WOM;18
36403423-Wcdma-WOM;19
36403424-Wcdma-WOM;20
36403425-Wcdma-WOM;21
36403426-Wcdma-WOM;22
36417732-Wcdma-WOM;135
36417735-Wcdma-WOM;135
36417741-Wcdma-Claro;136
36417744-Wcdma-Claro;136
36417744-Wcdma-WOM;136
36419171-Wcdma-WOM;134
36419174-Wcdma-WOM;134
36507644-Wcdma-WOM;58
36507647-Wcdma-Claro;58
36508743-Wcdma-WOM;65
36508746-Wcdma-WOM;65
36509507-Wcdma-WOM;68
36510354-Wcdma-WOM;70
36510356-Wcdma-WOM;70
36510357-Wcdma-WOM;70
36510358-Wcdma-WOM;70
36510664-Wcdma-WOM;73
36510667-Wcdma-WOM;73
36513164-Wcdma-WOM;61
36513165-Wcdma-WOM;61
36513166-Wcdma-WOM;61
36513167-Wcdma-WOM;61
36513168-Wcdma-WOM;61
36513203-Wcdma-WOM;64
36513204-Wcdma-WOM;64
36513206-Wcdma-WOM;64
36517993-Wcdma-Claro;112-113
36517993-Wcdma-WOM;112
36517996-Wcdma-Claro;112
36518073-Wcdma-Claro;114
36518073-Wcdma-WOM;114
36518076-Wcdma-Claro;114
36518453-Wcdma-WOM;106
36518454-Wcdma-WOM;106
36518455-Wcdma-WOM;106
36518573-Wcdma-Claro;116
36518573-Wcdma-WOM;116
36518576-Wcdma-Claro;116
36518576-Wcdma-WOM;116
36518593-Wcdma-Claro;113
36518593-Wcdma-WOM;113
36518634-Wcdma-Claro;115
36518634-Wcdma-WOM;115
36518637-Wcdma-Claro;115
36518923-Wcdma-WOM;74
36518924-Wcdma-WOM;74
36518925-Wcdma-WOM;74
36518926-Wcdma-WOM;74
36518928-Wcdma-WOM;74
36518934-Wcdma-WOM;77
36518935-Wcdma-WOM;77
36518937-Wcdma-WOM;77
36520186-Wcdma-WOM;75
36520283-Wcdma-WOM;66
36520284-Wcdma-WOM;66
36520285-Wcdma-WOM;66
36520286-Wcdma-WOM;66
36520288-Wcdma-Claro;66
36520288-Wcdma-WOM;66
36520366-Wcdma-WOM;69
36520367-Wcdma-WOM;69
36520368-Wcdma-WOM;69
36520633-Wcdma-WOM;40
36520634-Wcdma-WOM;40
36520635-Wcdma-WOM;40
36520636-Wcdma-WOM;40
36525045-Wcdma-WOM;58
36525048-Wcdma-Claro;58
36525048-Wcdma-WOM;58
36527389-Wcdma-WOM;105
36534274-Wcdma-WOM;75
36534275-Wcdma-WOM;76
36534277-Wcdma-WOM;75
36534278-Wcdma-WOM;76
36534283-Wcdma-WOM;77
36534284-Wcdma-WOM;78
36534286-Wcdma-WOM;77
36534287-Wcdma-WOM;78
36534347-Wcdma-Claro;72
36534347-Wcdma-WOM;72
36534356-Wcdma-Claro;62
36534357-Wcdma-WOM;63
36534358-Wcdma-WOM;107
36534360-Wcdma-WOM;108
36534414-Wcdma-WOM;41
36534416-Wcdma-WOM;43
36534418-Wcdma-WOM;45
36534425-Wcdma-WOM;42
36534426-Wcdma-WOM;43
36534427-Wcdma-WOM;44
36534428-Wcdma-WOM;45
36535675-Wcdma-WOM;105
36536034-Wcdma-WOM;102
36536035-Wcdma-WOM;102
36536038-Wcdma-WOM;102
36536043-Wcdma-WOM;101
36536044-Wcdma-WOM;101
36536045-Wcdma-WOM;101
36536046-Wcdma-WOM;101
36536053-Wcdma-WOM;103
36536063-Wcdma-WOM;104
36536064-Wcdma-WOM;104
36536066-Wcdma-WOM;104
36536067-Wcdma-WOM;104
36537165-Wcdma-WOM;75
36537168-Wcdma-WOM;75
36539024-Wcdma-WOM;68
36539915-Wcdma-WOM;67
36539918-Wcdma-WOM;67
36543708-Wcdma-WOM;66
36544765-Wcdma-WOM;60
36544768-Wcdma-WOM;60
36548793-Wcdma-WOM;131
36548796-Wcdma-WOM;131
36550226-Wcdma-WOM;132
36562595-Wcdma-WOM;76
36562598-Wcdma-WOM;76
36564374-Wcdma-WOM;100
36564377-Wcdma-WOM;100
36564378-Wcdma-WOM;100
36564555-Wcdma-Claro;58
36565055-Wcdma-WOM;59
36565056-Wcdma-WOM;58
36565058-Wcdma-WOM;59
36754-Gsm-WOM;84
36764-Gsm-Claro;109
36764-Gsm-WOM;109
3677697-Lte-Entel;59
3677699-Lte-Entel;59
3677702-Lte-Entel;59
3679235-Lte-Entel;106
36835-Gsm-Claro;64-65
36836-Gsm-Claro;73
36925-Gsm-Claro;42
3710465-Lte-Entel;89
3710466-Lte-Entel;89
3710721-Lte-Entel;88
3710724-Lte-Entel;88
3710977-Lte-Entel;86
3710980-Lte-Entel;86
37121-Lte-Claro;95
37165-Gsm-Claro;67
3721729-Lte-Entel;102
3721733-Lte-Entel;103
37615-Gsm-WOM;58
37914-Gsm-Claro;69
37914-Gsm-WOM;69
3801088-Lte-WOM;82
3801089-Lte-WOM;82
3801090-Lte-Claro;82
38025-Gsm-WOM;36
38026-Gsm-Claro;36
38026-Gsm-WOM;36
3803649-Lte-Entel;85
3803650-Lte-Entel;85
3803906-Lte-Entel;81
3803909-Lte-Entel;81
3804161-Lte-Entel;80
3804417-Lte-Entel;79
3804418-Lte-Entel;79
38074-Gsm-Claro;38
38075-Gsm-Claro;38-39
38076-Gsm-Claro;38
38076-Gsm-WOM;38
38114-Gsm-Claro;40
38114-Gsm-WOM;40
38235-Gsm-Claro;60
38235-Gsm-WOM;60
3825671-Lte-Entel;60
38265-Gsm-WOM;39
38266-Gsm-Claro;39
38266-Gsm-WOM;39
38273104-Wcdma-Movistar;94
38435-Gsm-Claro;38
38445-Gsm-WOM;36
3846401-Lte-Entel;78
38465-Gsm-Claro;100
38465-Gsm-WOM;100
38490970-Wcdma-Movistar;104
38491002-Wcdma-Movistar;71
38506-Gsm-Claro;9
38514-Gsm-Claro;39
38514-Gsm-WOM;39
38524-Gsm-WOM;39
3862530-Lte-WOM;76
3868161-Lte-Claro;58
3871747-Lte-Claro;105
3871747-Lte-WOM;105
3872-Wcdma-Movistar;91
3876610-Lte-Entel;58
3877377-Lte-WOM;100
38835-Gsm-Claro;36
3883776-Lte-WOM;58
3887104-Lte-WOM;65
3899137-Lte-WOM;68
3909632-Lte-WOM;1
3909633-Lte-WOM;2
3909635-Lte-WOM;4
3909636-Lte-WOM;5
3909889-Lte-WOM;7
3909890-Lte-WOM;8
3909891-Lte-WOM;9
3909892-Lte-WOM;10
3909893-Lte-WOM;11
3910144-Lte-WOM;12
3910145-Lte-WOM;13
3910146-Lte-WOM;14
3910147-Lte-WOM;15
3910148-Lte-WOM;16
3910400-Lte-WOM;17
3910401-Lte-WOM;18
3910402-Lte-WOM;19
3910403-Lte-WOM;20
3910404-Lte-Claro;21
3910404-Lte-WOM;21
3910405-Lte-WOM;22
3910656-Lte-WOM;23
3910657-Lte-WOM;24
3910659-Lte-WOM;25
3910661-Lte-WOM;27
3910912-Lte-WOM;28
3910914-Lte-WOM;92
3910915-Lte-WOM;30
3910916-Lte-WOM;31
3910917-Lte-WOM;32
3911169-Lte-WOM;34
3911170-Lte-WOM;35
3911172-Lte-WOM;36
3911173-Lte-WOM;37
3911425-Lte-WOM;41
3911426-Lte-Claro;42
3911427-Lte-WOM;43
3911428-Lte-WOM;44
3911680-Lte-WOM;46
3911681-Lte-WOM;47
3911682-Lte-WOM;48
3911683-Lte-WOM;49
3911936-Lte-Claro;50
3911936-Lte-WOM;50
3911937-Lte-WOM;51
3911939-Lte-WOM;53
3912192-Lte-WOM;54
3912193-Lte-WOM;55
3912194-Lte-Claro;56
3912194-Lte-WOM;56
3912195-Lte-Claro;57
3912196-Lte-Claro;59
3912196-Lte-WOM;59
3912448-Lte-WOM;62
3912449-Lte-WOM;63
3912450-Lte-WOM;107
3912451-Lte-WOM;108
3912704-Lte-WOM;71
3912705-Lte-WOM;72
3912960-Lte-WOM;85
3912962-Lte-WOM;86
3912965-Lte-WOM;88
3913216-Lte-WOM;89
3913217-Lte-WOM;90
3913218-Lte-WOM;91
3913219-Lte-WOM;92
3913220-Lte-WOM;93
3913221-Lte-WOM;94
3913472-Lte-WOM;95
3913473-Lte-Claro;96
3913473-Lte-WOM;96
3913474-Lte-WOM;97
3913476-Lte-WOM;99
3913728-Lte-WOM;81
3913729-Lte-Claro;80
3913729-Lte-WOM;80
3913730-Lte-WOM;79
3913985-Lte-Claro;75
3913985-Lte-WOM;75
3913986-Lte-WOM;76
3913987-Lte-WOM;77
3913988-Lte-Claro;78
3913988-Lte-WOM;78
3932162-Lte-Entel;92
3932163-Lte-Entel;92
3932418-Lte-Entel;28
39334-Gsm-Claro;91
39354-Gsm-Claro;85
3937281-Lte-Entel;2
3937282-Lte-Entel;2
3937284-Lte-Entel;2
3937537-Lte-Entel;3
3937538-Lte-Entel;3
3937539-Lte-Entel;3
3937540-Lte-Entel;3
3937541-Lte-Entel;3
3937793-Lte-Entel;4
3937794-Lte-Entel;4
3937797-Lte-Entel;4
3938049-Lte-Entel;5
3938052-Lte-Entel;5
3938305-Lte-Entel;6
3938306-Lte-Entel;6
3938562-Lte-Entel;7
3938817-Lte-Entel;9
3938818-Lte-Entel;9
3940097-Lte-Entel;18
3940098-Lte-Entel;18
3940099-Lte-Entel;17
3940353-Lte-Entel;20
3940354-Lte-Entel;20
3940609-Lte-Entel;22
3940610-Lte-Entel;22
3940865-Lte-Entel;23
3940866-Lte-Entel;23
3941121-Lte-Entel;24
3941122-Lte-Entel;24
3951361-Lte-Entel;34
3951362-Lte-Entel;34
3951363-Lte-Entel;35
3951617-Lte-Entel;35
3951619-Lte-Entel;35
3951873-Lte-Entel;40
3951874-Lte-Entel;40
3952385-Lte-Entel;42
3952386-Lte-Entel;42
3952641-Lte-Entel;43
3952642-Lte-Entel;43
3952897-Lte-Entel;44
3952898-Lte-Entel;44
3953153-Lte-Entel;45
3953154-Lte-Entel;45
3953409-Lte-Entel;46
3953410-Lte-Entel;46
3953665-Lte-Entel;47
3953666-Lte-Entel;47
3953921-Lte-Entel;48
3953922-Lte-Entel;48
3955713-Lte-Entel;95
3955714-Lte-Entel;95
3955969-Lte-Entel;96
3955970-Lte-Entel;96
3955971-Lte-Entel;96
3956225-Lte-Entel;97
3956226-Lte-Entel;97
3956737-Lte-Entel;99
3956738-Lte-Entel;99
3956995-Lte-Entel;38
3956998-Lte-Entel;38
40111-Gsm-Entel;100
4023813-Lte-Entel;39
4025602-Lte-Entel;36
4029954-Lte-Entel;100
4029955-Lte-Entel;100
4029958-Lte-Entel;100
4030978-Lte-Entel;104
40461-Gsm-Entel;39
4065027-Lte-Entel;106
40712-Gsm-Entel;77
4080386-Lte-Entel;66
40951-Gsm-Entel;66
409647-Wcdma-Movistar;50
4100608-Lte-WOM;38
4100610-Lte-WOM;38
4127744-Lte-WOM;74
4127746-Lte-WOM;74
4136193-Lte-WOM;39
4155137-Lte-Claro;84
4155138-Lte-WOM;84
4166915-Lte-WOM;112
4167680-Lte-WOM;64
4167681-Lte-WOM;64
4167682-Lte-Claro;64
4209666-Lte-WOM;67
4269057-Lte-WOM;61
4269058-Lte-WOM;61
4299522-Lte-WOM;102
43843-Gsm-Entel;69
4386560-Lte-WOM;69
4386561-Lte-WOM;69
4386562-Lte-WOM;69
4403712-Lte-WOM;104
4403713-Lte-WOM;104
4406273-Lte-WOM;73
4407040-Lte-WOM;103
4407042-Lte-WOM;103
4438786-Lte-WOM;66
4468226-Lte-WOM;75
44931-Gsm-Entel;90
44932-Gsm-Claro;90-91
44932-Gsm-Entel;91
449793-Lte-Claro;65
450049-Lte-Claro;65
4502016-Lte-WOM;91
4502786-Lte-WOM;36
450305-Lte-Claro;68
4503552-Lte-WOM;40
4503562-Lte-WOM;40
4504064-Lte-WOM;101
450817-Lte-Claro;84
451073-Lte-Claro;84
451329-Lte-Claro;82
452097-Lte-Claro;69
452609-Lte-Claro;83
452865-Lte-Claro;67
453121-Lte-Claro;67
45381-Gsm-Entel;102
4682242-Lte-WOM;37
4684800-Lte-WOM;70
4684802-Lte-WOM;70
475137-Lte-Claro;119
475143-Lte-Claro;119
475144-Lte-Claro;119
475145-Lte-Claro;120
475148-Lte-Claro;121
476680-Lte-Claro;123
476684-Lte-Claro;125
476685-Lte-Claro;126
476687-Lte-Claro;126
476690-Lte-Claro;127-128
477192-Lte-Claro;129
477194-Lte-Claro;130
477196-Lte-Claro;131
477198-Lte-Claro;132
477703-Lte-Claro;133
477706-Lte-Claro;134-135
477707-Lte-Claro;135
477709-Lte-Claro;136
477710-Lte-Claro;136
48581-Gsm-Entel;85
49442-Gsm-Entel;105
49922-Lte-Claro;36
50251-Gsm-Entel;78
50686-Gsm-Claro;107
50686-Gsm-Movistar;107
50687-Gsm-Entel;107
50687-Gsm-Movistar;107
50688-Gsm-Movistar;63
50689-Gsm-Claro;108
50689-Gsm-Entel;108
50689-Gsm-Movistar;108
50690-Gsm-Claro;108
50690-Gsm-Entel;108
50690-Gsm-Movistar;108
50691-Gsm-Claro;62-63
50691-Gsm-Movistar;63
52383-Gsm-Claro;73
52383-Gsm-Entel;62
52384-Gsm-Entel;62
52384-Gsm-Movistar;62
52385-Gsm-Movistar;62
52386-Gsm-Movistar;71
52387-Gsm-Movistar;71
52388-Gsm-Claro;72
52388-Gsm-Movistar;71
52389-Gsm-Entel;72
52389-Gsm-Movistar;72
52391-Gsm-Claro;72
52391-Gsm-Movistar;72
53002-Gsm-Entel;51
53199-Gsm-Movistar;60
53213-Gsm-Movistar;58
5342722-Lte-WOM;38
53488-Gsm-Movistar;51
53490-Gsm-Claro;51-52
53492-Gsm-Entel;52
53492-Gsm-Movistar;52
53493-Gsm-Claro;52
53494-Gsm-Claro;51
53494-Gsm-Entel;51
53494-Gsm-Movistar;51
53495-Gsm-Movistar;53
53496-Gsm-Entel;53
53496-Gsm-Movistar;53
53601-Gsm-Entel;30
53611-Gsm-Entel;28
54271-Gsm-Movistar;82
54277-Gsm-Movistar;83
54341-Gsm-Entel;33
54351-Gsm-Entel;34
54361-Gsm-Entel;35
54421-Gsm-Claro;6
54421-Gsm-Entel;5
54421-Gsm-Movistar;5
54422-Gsm-Claro;5
54422-Gsm-Entel;5
54422-Gsm-Movistar;5
54423-Gsm-Claro;5
54423-Gsm-Entel;4
54424-Gsm-Claro;4
54424-Gsm-Movistar;4
54425-Gsm-Claro;4
54425-Gsm-Entel;4-5
54425-Gsm-Movistar;4
54426-Gsm-Entel;4
54426-Gsm-Movistar;4
54427-Gsm-Entel;3
54427-Gsm-Movistar;3
54428-Gsm-Movistar;3
54430-Gsm-Entel;2
54430-Gsm-Movistar;2
54433-Gsm-Entel;1
54433-Gsm-Movistar;1
54573-Gsm-Entel;38
55037-Gsm-Movistar;104
55039-Gsm-Movistar;106
55045-Gsm-Movistar;106
55056-Gsm-Movistar;61
55057-Gsm-Movistar;106
55123-Gsm-Movistar;60
55141-Gsm-Movistar;102
55146-Gsm-Movistar;58
55235-Gsm-Movistar;100
55237-Gsm-Movistar;101
55248-Gsm-Movistar;105
55290-Gsm-Movistar;64
55292-Gsm-Movistar;64
55321-Gsm-Movistar;61
55476-Gsm-Movistar;73
55589-Gsm-Movistar;58
56516-Gsm-Claro;79
56516-Gsm-Entel;79
56516-Gsm-Movistar;79
56517-Gsm-Entel;79
56534-Gsm-Entel;80
56534-Gsm-Movistar;81
56535-Gsm-Claro;81
56537-Gsm-Claro;85
56537-Gsm-Movistar;85
56539-Gsm-Claro;86
57422-Gsm-Entel;100
57423-Gsm-Entel;100
58425-Gsm-Movistar;11
58426-Gsm-Entel;11
58426-Gsm-Movistar;11
58427-Gsm-Entel;11
58427-Gsm-Movistar;11
58428-Gsm-Movistar;11
58429-Gsm-Entel;10
58429-Gsm-Movistar;10
58430-Gsm-Entel;10
58430-Gsm-Movistar;10
58431-Gsm-Claro;10-9
58432-Gsm-Claro;10-9
58432-Gsm-Entel;9
58432-Gsm-Movistar;9
58433-Gsm-Claro;9
58433-Gsm-Entel;9
58433-Gsm-Movistar;9
58434-Gsm-Claro;8
58434-Gsm-Movistar;9
58439-Gsm-Movistar;37
58440-Gsm-Movistar;37
58441-Gsm-Movistar;36
58442-Gsm-Movistar;36
58446-Gsm-Movistar;38
58447-Gsm-Movistar;38
58448-Gsm-Claro;39
58448-Gsm-Movistar;39
58449-Gsm-Movistar;39
58482-Gsm-Movistar;92
58484-Gsm-Claro;92
58484-Gsm-Entel;92
58484-Gsm-Movistar;92
58485-Gsm-Claro;91
58485-Gsm-Entel;91
58486-Gsm-Claro;93
58486-Gsm-Entel;94
58486-Gsm-Movistar;93
58487-Gsm-Claro;93
58487-Gsm-Entel;93
58487-Gsm-Movistar;93
58488-Gsm-Entel;93
58488-Gsm-Movistar;93
59263-Gsm-Entel;58
59470-Gsm-Claro;97
59470-Gsm-Movistar;98
59471-Gsm-Movistar;98
59472-Gsm-Movistar;98
59474-Gsm-Entel;99
59474-Gsm-Movistar;99
59475-Gsm-Movistar;99
59476-Gsm-Claro;99
59476-Gsm-Entel;99
59476-Gsm-Movistar;99
59905-Lte-Claro;17
59906-Lte-Claro;16
60161-Lte-Claro;18
60234-Gsm-WOM;21
60264-Gsm-Entel;14-15
60264-Gsm-WOM;13
60274-Gsm-Entel;11-12
60284-Gsm-Entel;4
60284-Gsm-WOM;3
60324-Gsm-Claro;15
60324-Gsm-Entel;15-16
60324-Gsm-WOM;15-16
60417-Lte-Claro;19
60418-Lte-Claro;19
60419-Lte-Claro;19
60424-Gsm-Claro;41
60424-Gsm-WOM;41
60434-Gsm-Claro;34
60434-Gsm-WOM;35
60673-Lte-Claro;20
60674-Lte-Claro;20
60675-Lte-Claro;20
610-Gsm-Claro;17-18
610-Gsm-Entel;17
620-Gsm-Entel;17-18
6269441-Lte-Entel;25
6269442-Lte-Entel;25
6353922-Lte-Entel;87
6353923-Lte-Entel;87
6353926-Lte-Entel;87
659041-Wcdma-Movistar;11
659046-Wcdma-Movistar;12
659062-Wcdma-Movistar;13
659065-Wcdma-Movistar;13
662270-Wcdma-Movistar;38
662273-Wcdma-Movistar;38
6627840-Lte-WOM;109
6630400-Lte-WOM;110
6632960-Lte-WOM;111
668968-Wcdma-Movistar;36
672467-Wcdma-Movistar;36
67888-Wcdma-Claro;18
67889-Wcdma-Claro;18
67889-Wcdma-WOM;18
67893-Wcdma-Claro;18
67894-Wcdma-Claro;18
67897-Wcdma-Claro;19
67898-Wcdma-Claro;19
67904-Wcdma-Claro;19
67905-Wcdma-Claro;19
67907-Wcdma-Claro;16
67908-Wcdma-Claro;20
67909-Wcdma-Claro;20
67909-Wcdma-WOM;20
67913-Wcdma-Claro;20
67913-Wcdma-WOM;20
67915-Wcdma-Claro;20
67915-Wcdma-WOM;20
687909-Wcdma-Movistar;36
688666-Wcdma-Movistar;14
688667-Wcdma-Movistar;14
688668-Wcdma-Movistar;14
688669-Wcdma-Movistar;13
688671-Wcdma-Movistar;13
688672-Wcdma-Movistar;13
688673-Wcdma-Movistar;12
688674-Wcdma-Movistar;12
688675-Wcdma-Movistar;12
688676-Wcdma-Movistar;12
688677-Wcdma-Movistar;11
688678-Wcdma-Movistar;11
688679-Wcdma-Movistar;11
688680-Wcdma-Movistar;11
6892-Gsm-Entel;74
689683-Wcdma-Movistar;38
69889-Lte-Claro;34
706824-Wcdma-Movistar;92
706825-Wcdma-Movistar;92
706826-Wcdma-Movistar;92
706827-Wcdma-Movistar;93
706828-Wcdma-Movistar;93
706829-Wcdma-Movistar;93
706830-Wcdma-Movistar;94
706832-Wcdma-Movistar;94
706832-Wcdma-WOM;94
706833-Wcdma-Movistar;95
706834-Wcdma-Movistar;95
706839-Wcdma-Movistar;92
706839-Wcdma-WOM;92
706840-Wcdma-Movistar;92
706841-Wcdma-Movistar;92
706841-Wcdma-WOM;92
706842-Wcdma-Movistar;93
706842-Wcdma-WOM;93
706843-Wcdma-Movistar;93
706844-Wcdma-Movistar;93
706845-Wcdma-Movistar;94
706846-Wcdma-Movistar;107
706847-Wcdma-Movistar;94
706847-Wcdma-WOM;94
706848-Wcdma-Movistar;95
706849-Wcdma-Movistar;95
706850-Wcdma-Movistar;95
715728-Wcdma-Movistar;34
715729-Wcdma-Movistar;34
715730-Wcdma-Movistar;34
715731-Wcdma-Movistar;34
715732-Wcdma-Movistar;33-34
715734-Wcdma-Movistar;35
715735-Wcdma-Movistar;35
715735-Wcdma-WOM;35
715736-Wcdma-Movistar;35
715737-Wcdma-Movistar;35
715738-Wcdma-Movistar;35
715739-Wcdma-Movistar;35
715741-Wcdma-Movistar;36
715742-Wcdma-Movistar;36
715745-Wcdma-Movistar;36
715747-Wcdma-Movistar;37
715748-Gsm-Movistar;37
715748-Wcdma-Movistar;37
715750-Wcdma-Movistar;37
715751-Wcdma-Movistar;37
715753-Wcdma-Movistar;38
715755-Wcdma-Movistar;38
715756-Wcdma-Movistar;38
715756-Wcdma-WOM;38
715895-Wcdma-Movistar;14
715898-Wcdma-Movistar;13
715899-Wcdma-Movistar;13
715902-Wcdma-Movistar;12
715903-Wcdma-Movistar;12
715905-Wcdma-Movistar;12
715906-Wcdma-Movistar;11
715907-Wcdma-Movistar;11
715908-Wcdma-Movistar;11
745729-Lte-Claro;70
745985-Lte-Claro;70
78337-Lte-Claro;40
78338-Lte-Claro;40
7949825-Lte-Entel;60
79874-Lte-Claro;102
80898-Lte-Claro;41
80899-Lte-Claro;41
8196098-Lte-Entel;65
84225-Lte-Claro;100
84226-Lte-Claro;100
8458-Gsm-Movistar;36
8477-Gsm-Movistar;60
8491-Gsm-Movistar;77
8513-Gsm-Movistar;83
8514-Gsm-Movistar;66
8515-Gsm-Movistar;68
8516-Gsm-Movistar;67-68
8622-Gsm-Movistar;104
8627-Gsm-Movistar;78
8655-Gsm-Claro;58
8655-Gsm-Movistar;58
86583086-Wcdma-Entel;25
86583096-Wcdma-Entel;27
86583116-Wcdma-Entel;25
86617958-Wcdma-Entel;24
86617959-Wcdma-Entel;22-23
86617962-Wcdma-Entel;23
86649102-Wcdma-Entel;28
86649112-Wcdma-Entel;92
86653102-Wcdma-Entel;85
86653122-Wcdma-Entel;86
86653132-Wcdma-Entel;85
86653152-Wcdma-Entel;86
86675722-Wcdma-Entel;119
86675752-Wcdma-Entel;119
86675772-Wcdma-Entel;119
86675812-Wcdma-Entel;120
86675822-Wcdma-Entel;120
86675852-Wcdma-Entel;120
86675872-Wcdma-Entel;120
86675912-Wcdma-Entel;121
86675922-Wcdma-Entel;121
86676042-Wcdma-Entel;121
86676112-Wcdma-Entel;122
86676122-Wcdma-Entel;122
86676152-Wcdma-Entel;122
86676172-Wcdma-Entel;122
86676412-Wcdma-Entel;129
86676422-Wcdma-Entel;123
86676452-Wcdma-Entel;123
86676472-Wcdma-Entel;123
86686795-Wcdma-Entel;89
86686796-Wcdma-Entel;87
86686797-Wcdma-Entel;88
86686798-Wcdma-Entel;89
86692184-Wcdma-Entel;31
86692186-Wcdma-Entel;30
86692187-Wcdma-Entel;31
86704138-Wcdma-Entel;12
86704148-Wcdma-Entel;12
86704168-Wcdma-Entel;12
86704178-Wcdma-Entel;12
86704338-Wcdma-Entel;13
86704368-Wcdma-Entel;13
86704378-Gsm-Entel;13
86704378-Wcdma-Entel;13
86704538-Wcdma-Entel;14
86704548-Wcdma-Entel;14
86704568-Wcdma-Entel;14
86704578-Wcdma-Entel;14
86704738-Wcdma-Entel;17
86704748-Wcdma-Entel;17
86704768-Wcdma-Entel;17
86704778-Wcdma-Entel;17
86704938-Gsm-Entel;15
86704948-Wcdma-Entel;15
86704968-Wcdma-Entel;15
86704978-Wcdma-Entel;15
86705238-Gsm-Entel;16
86705238-Wcdma-Entel;16
86705248-Gsm-Entel;16
86705248-Wcdma-Entel;16
86705268-Wcdma-Entel;16
86705278-Wcdma-Entel;16
86705500-Wcdma-Entel;36
86706938-Wcdma-Entel;37
86706948-Wcdma-Entel;37
86706958-Wcdma-Entel;11
86706968-Wcdma-Entel;37
86706978-Wcdma-Entel;37
86706988-Wcdma-Entel;11
86707748-Wcdma-Entel;93
86707768-Wcdma-Entel;93
86707778-Wcdma-Entel;93
86707838-Wcdma-Entel;7
86707868-Wcdma-Entel;7
86710323-Wcdma-Entel;37
86714438-Wcdma-Entel;11
86714448-Wcdma-Entel;10
86714458-Wcdma-Entel;8-9
86714468-Wcdma-Entel;11
86714478-Wcdma-Entel;10
86714488-Wcdma-Entel;8
86714748-Wcdma-Entel;33
86714768-Wcdma-Entel;31-32
86714778-Wcdma-Entel;33
86718738-Wcdma-Entel;90
86718748-Wcdma-Entel;91
86718838-Wcdma-Entel;97
86718848-Wcdma-Entel;99
86718888-Wcdma-Entel;98
86724923-Wcdma-Entel;104
86738947-Wcdma-Entel;38
86740297-Wcdma-Entel;38
86742148-Wcdma-Entel;124
86742158-Wcdma-Entel;124
86742258-Wcdma-Entel;124
86742278-Wcdma-Entel;124
86742358-Wcdma-Entel;125
86742378-Wcdma-Entel;125
86742388-Wcdma-Entel;125
86742548-Wcdma-Entel;126
86742608-Wcdma-Entel;132
86742758-Wcdma-Entel;127
86742808-Wcdma-Entel;127
86742848-Wcdma-Entel;128
86742858-Wcdma-Entel;128
86742888-Wcdma-Entel;128
86742908-Wcdma-Entel;128
86743178-Wcdma-Entel;130
86743218-Wcdma-Entel;130
86743278-Wcdma-Entel;131
86743318-Wcdma-Entel;130-131
86757999-Wcdma-Entel;8
86758001-Wcdma-Entel;6
86758002-Wcdma-Entel;8
86758004-Wcdma-Entel;6
86758470-Wcdma-Entel;35
86758472-Wcdma-Entel;34
86758473-Wcdma-Entel;35
86758621-Wcdma-Entel;94
86758624-Wcdma-Entel;94
86758701-Wcdma-Entel;38
86758704-Wcdma-Entel;38
86761380-Wcdma-Entel;36
86761382-Wcdma-Entel;36
86761383-Wcdma-Entel;36
86767638-Wcdma-Entel;96
